date,processed_text,sentiment_score,message_frequency,message_length,average_message_length,word_count
6/21/2011,"yes , make march 30th work . put calendar . -- sally kathy mcmahon @ enron 03/09/2001 11:06",1,2,91.0,45.5,18.0
3/19/2011,"sound lika awesome system . bro work compaq pretty impressed hardware . hope n't set back much . 'd like get together come . let know coming would like boot . info : work # ( 713 ) 853-00977 home # ( 713 ) 526-8304 cell # ( 713 ) 213-1996 address : 2512 milam st # 5216 houston , tx 77006 let know . eric",1,3,304.0,101.33333333333333,66.0
3/20/2010,'ll night,0,3,9.0,3.0,2.0
3/4/2011,wow - thanks copying . -- sally,1,5,31.0,6.2,7.0
12/19/2010,"sally , congratulation promotion md . shanna",1,4,44.0,11.0,7.0
4/12/2011,received executed master power purchase sale agreement ( eei ) dated 1/10/2001 referenced cp . copy given legal credit .,1,6,120.0,20.0,20.0
7/19/2011,"loan decision : referred application number : 725068.01 decision date : 4/5/2001 borrower information : applicant : cliff baughman product information : personal loan special instruction : loan request sent main office review . notified decision within 24-48 hour . please note : active email account , used returning loan decision . please reply email address , reach recipient .",1,5,380.0,76.0,60.0
4/26/2010,thanks chad landry 01/31/2001 01:17 pm,1,4,38.0,9.5,6.0
7/8/2010,"mean send e : mail ? greek , assume sally meant sally conover . feel like monday , n't ? -- sally",1,4,97.0,24.25,22.0
3/2/2011,section 6 row 8 brother going bring friend ?,1,5,44.0,8.8,9.0
8/28/2010,done hollis hendrickson 02/08/2000 05:16 pm,0,8,43.0,5.375,6.0
11/11/2011,received executed eei master power purchase sale agreement dated 6/22/2001 referenced cp . copy distributed legal credit .,1,6,122.0,20.333333333333332,18.0
7/22/2011,think ? db,0,3,10.0,3.3333333333333335,3.0
4/19/2010,would like request march 15-16th ( thur . & fri. ) . please let know problem - 'm coordinating plan w/ another family .,1,5,119.0,23.8,24.0
7/23/2010,"heard today curtis smith resigned . sure ot know curtis jeremy wong viewed user critical resource erms support . even stand still , team great concern rumored loss curtis and/or jeremy . assumption sitara go forward valuation , erms really become repositioned one key , strategic system . much `` catch '' , , change enhancement put hold several year sitara development stage . business continues grow change rapidly , requiring responsive enhancement on-going basis . would like get together discus staffing plan support erms soon possible . need understand day-to-day production support managed development work effectively handled . ask assistant set meeting soon possible .",1,5,677.0,135.4,106.0
2/23/2010,"san antonio attending offsite meeting hosted rick causey wednesday thursday , september 13 15. leave offsite meeting conclusion friday , attend lunch meeting philippe bibi , rick buy , ted murphy bill bradford discus common need around risk system . office afternoon september 15. patti thompson , assistant ( x39106 ) , telephone number reached . key contact listed : natural gas operation steve jackson x37070 bob hall x36956 leslie reef x37962 power operation stacey white x31870 leslie reef x37962 dpr mike moscoso x35242 mpr david maxwell x36983",1,7,550.0,78.57142857142857,88.0
5/10/2011,pretty gay,1,2,10.0,5.0,2.0
4/19/2010,"< < schedule downpower fuel leak update.doc > > thank , bobbi j. kilburn treasury & risk administrator vermont yankee nuclear power corp. ( 802 ) 258-4120 ( 802 ) 258-2101 bobbi.kilburn @ vynpc.com - schedule downpower fuel leak update.doc",-1,5,239.0,47.8,40.0
1/9/2010,go weekend,0,1,10.0,10.0,2.0
7/26/2011,"stephen davis , terry glenn bill schroeder williams , moss , travis taylor ?",0,3,76.0,25.333333333333332,14.0
11/20/2010,"sally , read email announcing promotion . congratulation job well done ! kim stanley bergen",1,4,91.0,22.75,15.0
1/2/2010,"attached two tradersnews energy 's three new hourly index , comed tva hub . send new hourly index charge march 19 , formally launch web site , www.tradersnewsenergy.com . ? 'd like receive ercot hourly index question feedback region , e-mail suzanna strangmeier , suzanna.strangmeier @ ipgdirect.com . ? otherwise , please contact feedback question . thank . ? bobette riner ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? director index tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewsenergy.com ? ? - comedhrly030601.doc - tvahrly030601.doc",1,5,633.0,126.6,115.0
6/3/2010,"kelley , look fine . susan bailey",1,7,33.0,4.714285714285714,7.0
10/26/2010,"think ? chrebet , dillon",0,3,24.0,8.0,5.0
2/7/2010,"hi , everyone ? busy , busy , busy know . currently middle selecting japan banking relationship several question come . important understand trading settlement work . spoken louise kitchen enron online fit banking . enron online interface banking . interface trading system/accounting system ? need know system planned enron japan 's accounting trading . accounting system use interface treasury system . boil , payment format use make local japanese payment may need special programming meet need japanese - english translation . accounting system used need interface treasury software process settlement , need interface bank . please advise . thank , pam perry",1,4,663.0,165.75,103.0
5/17/2011,"please advised caledonia facility unavailable notice due circuit board failure control system . eta repair next week . usual question / concern , please contact genco control room .",1,6,181.0,30.166666666666668,29.0
5/17/2011,"recevied following executed eei master energy purchase sale agreement : el paso merchant energy , l.p. - 3/1/01 ( effective 3/1/01 ) southern california water company - 2/20/2001 constellation power source , inc. - 2/20/2001 city azusa - 2/21/2001 copy distributed legal credit .",1,6,279.0,46.5,44.0
8/20/2011,offered 1 3 1 4. throw 5 6. let know . eric,0,6,43.0,7.166666666666667,12.0
11/27/2011,game tonight 7:00. please try make 6:30. eight people . tim - see micah play ?,1,6,78.0,13.0,16.0
7/12/2011,thanks lot sending ! cleaning old trade .,1,4,41.0,10.25,8.0
4/26/2011,"entergy 's follow , price discovery . ? daily term index posted 3:45 p.m. day . ? web site www.tradersnewspower.com . simply click index sign free 30-day trial . ? thank , bobette ? bobette riner senior power market analyst tradersnews 713/647-8690 bobette.riner @ ipgdirect.com",1,4,278.0,69.5,45.0
12/17/2011,"regarding , manager director rated need improvement issue ena ... dave delainey requesting business consultant copy review written plan rectify performance counsel . thanks , hgm",1,4,178.0,44.5,26.0
2/21/2011,texas ' first football game weekend ticket . would like leave around 3:00 friday go austin . come back saturday game . let know today still want go . -eric,1,4,155.0,38.75,30.0
11/11/2011,"frank & hector , list contractor kymberly sent sally - please compare list peggy mccurley sally gave last week . thanks , patti x39106",1,6,134.0,22.333333333333332,24.0
11/15/2011,"n't sure needed send report since half holiday company , opted . n't send one monday since nerc holiday . hopefully wo n't call give shit . plus didnt price guess much better mine actually happened . thanks chad",1,2,211.0,105.5,39.0
5/20/2011,"attached please see weekly report enron japan team . thanks , eddie",1,4,67.0,16.75,12.0
9/18/2011,", time getting married september 22nd ? trip mexico still , date need contact detail ? also , travis 's phone number get resume show duke human resource ? sorry question barrage . bob poston duke energy ( 713 ) 989-1712 ( 713 ) 989-0266 fax ( 713 ) 204-7936 cell rdposton @ duke-energy.com",1,6,289.0,48.166666666666664,54.0
11/2/2010,"n't need talk shit game . let longhorn talking saturday . way , probably see reflection surfboard .",1,7,99.0,14.142857142857142,18.0
9/14/2011,"ryan thomas office tomorrow morning interview real time trading position e. power 24 hour desk . please confirm availability interview ryan : 9:00 - 9:30 baughman 9:30 - 10:00 juan hernandez 10:00 - 10:30 kayne coulter 10:30 - 11:00 john forney thanks , johnny",1,4,260.0,65.0,44.0
4/3/2010,http : //www.theonion.com/onion3618/kid_rock_starves.html,0,2,57.0,28.5,3.0
6/5/2011,"standing staff meeting attend monday morning , available james meet 8th . look forward getting james meeting update . mike campbell < mcampbell @ hdinc.com > 01/03/2001 02:50:49 pm",0,6,180.0,30.0,29.0
12/2/2011,"completed form . possible set tomorrow ? thanks , eric enron north america corp. : tobin carlson 03/02/2000 01:36 pm",1,1,116.0,116.0,20.0
5/26/2010,fletch & wife dorland & wife lorenz & friend king & wife,1,3,56.0,18.666666666666668,12.0
2/20/2011,"loan decision : referred application number : 725068.01 decision date : 4/5/2001 borrower information : applicant : cliff baughman product information : personal loan special instruction : loan request sent main office review . notified decision within 24-48 hour . please note : active email account , used returning loan decision . please reply email address , reach recipient .",1,3,380.0,126.66666666666667,60.0
2/21/2011,mould alstott ?,0,4,15.0,3.75,3.0
3/6/2010,"( see attached file : travis resume.doc ) -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- information transmitted intended person entity addressed may contain confidential and/or privileged material . review , retransmission , dissemination use , taking action reliance upon , information person entity intended recipient prohibited . received error , please contact sender delete material computer . - travis resume.doc",1,6,468.0,78.0,85.0
6/8/2011,looking imbalance november 1 show long many 8 mgw 's . know want armchair quarterback need explanation happens n't see service comment section . imperative keep note try best 2 mgw 's either way . 2 minus bandwith allotment . thanks kayne,1,3,238.0,79.33333333333333,42.0
11/28/2010,"game , course . 3-6 double fence - missed ! one guy team hit home run back-back bat . shanna husser @ enron 03/09/2000 07:25",-1,3,124.0,41.333333333333336,25.0
10/10/2011,"attached final presentation service business presented louise today . went well look like full steam ahead . thanks helped presentation , particularly utku . tom .",1,4,163.0,40.75,26.0
4/2/2010,look good . please send wherever go . thanks .,1,2,46.0,23.0,10.0
12/11/2011,"hi mom - got e-mail yesterday . shanna n't offended poignant political comment , know , uncerain term , republican going vote bush . disregard bill recieve blockbuster . pay late fee next time rent movie . thing otherwise ? -e '' k. bass '' < daphneco64 @ bigplanet.com > 10/03/2000 10:15:01 please respond `` k. bass '' < daphneco64 @ bigplanet.com >",1,4,351.0,87.75,63.0
11/5/2010,1 . 2- filet mignons 2. green bean 3. bacon 4. milk 5. brown & serve roll 6. apron,0,1,82.0,82.0,19.0
8/17/2010,doubt - usually shop town,-1,2,25.0,12.5,5.0
8/3/2011,"hi , following last email regarding status job opportunity group . death family last week . know guy probably coming bidweek little time interview . would really like one one discus opportunity soon make time available . mentioned , opportunity go observe guy helped tremendously . thank . exactly want . hate come sounding like pest , , eager start . want work night shift get back fasted paced environment . thank time , , hoping hear soon . sincerely , zarin imam x56788",1,1,473.0,473.0,84.0
5/10/2010,trade pg & e notice . kayne,0,4,27.0,6.75,7.0
7/3/2010,still want beasley gonzalez ?,1,6,29.0,4.833333333333333,5.0
5/31/2011,"jeff tell 're vega ! ! ! great weekend ! ellen clardy , ph.d. power market analyst tradersnews 713/647-6603 ellen.clardy @ ipgdirect.com - ced february.zip - ced march.zip - cin february.zip",1,6,190.0,31.666666666666668,31.0
10/6/2010,please print attachment make sure e : mail address included student . call ted problem . thanks . need send invitation student ted ( plus enron folk ) tour enron field dinner january 31. let 's talk arranging detail . thanks .,1,2,226.0,113.0,42.0
11/12/2010,"guy work thinking upgrading home speaker . really like set already want buy , require high powered amp . question quality amp make big difference assuming equivalent power level ? i.e given level power much quality high end amp matter ? thanks",1,4,243.0,60.75,42.0
1/15/2011,please take bid kennison,1,4,24.0,6.0,4.0
9/22/2010,", please advise interest following candidate . thank , courtnie parker enron north america ( 713 ) 853-5315 courtnie.parker @ enron.com",1,2,135.0,67.5,21.0
9/20/2010,keith holst took $ 45 million schedule c reserve september 5 . ( schedule c $ 0 ) . mike grigsby took $ 15 million schedule c reserve september 5 .,0,6,147.0,24.5,31.0
